170000.0,0.2,0.12549019607843137
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
170000.0,0.38,0.04189886480908156
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
170000.0,0.38,0.04189886480908156
170000.0,0.4,0.0372549019607844
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
170000.0,0.38,0.04189886480908156
170000.0,0.4,0.0372549019607844
170000.0,0.42,0.0330532212885154
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
170000.0,0.38,0.04189886480908156
170000.0,0.4,0.0372549019607844
170000.0,0.42,0.0330532212885154
170000.0,0.44,0.02923351158645282
170000.0,0.2,0.12549019607843137
170000.0,0.22,0.10944741532976832
170000.0,0.24,0.09607843137254901
170000.0,0.26,0.08476621417797892
170000.0,0.28,0.07507002801120466
170000.0,0.3,0.06666666666666665
170000.0,0.32,0.05931372549019609
170000.0,0.34,0.05282583621683978
170000.0,0.36,0.04705882352941182
